"BibNum","Title","Author","ISBN","PubYear","Subjects","ItemType","ItemCollection","maxCopies"
199991,"Blue gold; a romance of the Rockies, by Agnes K. Getty.","Getty, Agnes K.","","1934","","acbk","cs3fic",1
427345,"The madstone, a novel.","Faralla, Dana.","","1958","","acbk","cs3fic",1
357489,"The priestess of Henge : a novel","Burnett, David, 1946-","0241107539","1982","","acbk","cs3fic",1
596965,"Content with flies.","Findlater, Mary, 1865-1963","","1916","","acbk","cs3fic",1
3147634,"The white stone","France, Anatole, 1844-1924","","1914","French fiction Translations into English","acbk","cs3fic",1
597125,"Wide road ahead; the story of a woman bacteriologist.","Fisher, Anne B. (Anne Benson), 1898-1967","","1939","","acbk","cs3fic",1
128059,"Among the sourdoughs [by] S. J. Simonsen.","Simonsen, Sigurd Jay, 1891-","","1940","","acbk","cs3fic",1
101162,"The citadel of the Lakes.","Orr, Myron David","","1952","","acbk","cs3fic",1
211650,"Friends of Mr. Sweeney.","Davis, Elmer Holmes, 1890-1958","","1925","","acbk","cs3fic",1
10488,"The thunder and the shouting.","Nicole, Christopher","","1969","","acbk","cs3fic",1
163403,"The Maurizius case, by Jacob Wassermann, translated by Caroline Newton.","Wassermann, Jakob, 1873-1934","","1929","","acbk","cs3fic",1
38197,"Coward's paradise","Elliston, Valerie.","0060112433","1975","","acbk","cs3fic",1
3184362,"The living is easy","West, Dorothy, 1907-1998","","1969","African Americans Fiction, Boston Mass Fiction","acbk","naaafic",1
259446,"The baseball reader.","Graber, Ralph S.","","1951","Baseball","acbk","cs3fic",1
743537,"Fires underground; a narrative of the secret struggle carried on by the illegal organizations in Germany under penalty of death, by Heinz Liepmann. Translated by R.T. Clark.","Liepman, Heinz, 1905-1966","","1936","Germany History 1933 1945 Fiction","acbk","cs3fic",1
182363,"A caravan of music stories by the world's great authors; ed. by Noah D. Fabricant and Heinz Werner; introd. by Karl Krueger.","Fabricant, Noah Daniel, 1904-","","1947","Music","acbk","cs3fic",1
139896,"Anna Zenger, mother of freedom, by Kent Cooper.","Cooper, Kent, 1880-1965","","1946","Zenger John Peter 1697 1746 Fiction, Zenger Anna Catherine Maulin 1704 1751 Fiction","acbk","cs3fic",1
166372,"To follow a flag.","Henry, Will, 1912-1991","","1953","","acbk","cs3fic",1
206989,"Mutiny on the long trail, by Ella M. Rea ... King chinook: saga of the Columbia river.","Rea, Ella M.","","1933","","acbk","cs3fic",1
184193,"Korean boy, by Pak Jong Yong, with Jock Carroll.","Pak, Chong-yŏng","","1955","","acbk","cs3fic",1
1714302,"The journey that time","Metzger, Wendell","0921720858","1995","","acbk","cs3fic",2
162572,"A matter of business, and other stories, by Jeffery Farnol.","Farnol, Jeffery, 1878-1952","","1940","","acbk","cs3fic",1
11055,"When the fire reaches us.","Tinker, Barbara Wilson, 1909-","","1970","","acbk","cs3fic",1
3226003,"Shotgun. The bleeding ground","Joyner, C. Courtney, 1959-","1410495477, 9781410495471","2016","Outlaws Fiction, Brothers Fiction, United States History Civil War 1861 1865 Veterans Fiction, Large type books, Western fiction","acbk","calpfic",1
21791,"Invisible swords [by] James T. Farrell.","Farrell, James T. (James Thomas), 1904-1979","","1971","","acbk","cs3fic",1
70119,"Northern affair.","Findlay, D. K. (David Kilpatrick), 1901-","","1963","","acbk","cs3fic",1
181760,"Treasure below, by Commander Edward Ellsberg.","Ellsberg, Edward, 1891-1983","","1940","","acbk","cs3fic",1
3282198,"Visitors from Oz : the wild adventures of Dorothy, the Scarecrow, and the Tin Woodman","Gardner, Martin, 1914-2010.","031219353X, 9780312193539","1998","Oz Imaginary place Fiction, New York N Y Fiction, Kidnapping Fiction","acbk","cafic",1
156753,"The Borzoi Turgenev, translated from the Russian by Harry Stevens. Foreword by Serge Koussevitzky, introd. by Aurahm Yarmolinsky.","Turgenev, Ivan Sergeevich, 1818-1883","","1950","","acbk","cs3fic",1
151797,"To remember at midnight.","Foster, Michael, 1904-1956","","1938","","acbk","cs3fic",1
716308,"Burlesques : novels by eminent hands","Thackeray, William Makepeace, 1811-1863","","1904","","acbk","cs3fic",1
159413,"Waiting for Sheila","Braine, John","0416005713","1980","","acbk","cs3fic",1
178488,"The second inheritance.","Bragg, Melvyn, 1939-","","1967","","acbk","cs3fic",1
8678,"Don Juan's Bar; a novel. Translated from the Portuguese by Barbara Shelby.","Callado, Antônio","0394472128","1972","Brazil Fiction","acbk","cs3fic",1
162275,"The days are fled","Marks, Percy, 1891-1956","","1939","","acbk","cs3fic",1
156515,"Light down, stranger, by Anita Pettibone.","Pettibone, Anita","","1942","","acbk","cs3fic",1
155487,"Little saints annoy the Lord, by Arthur H. Hutchinson.","Hutchinson, Arthur Howard, 1876-","","1938","Whitman Marcus 1802 1847 Fiction","acbk","cs3fic",2
151791,"Faith the root, by Barbara Frances Fleury.","Fleury, Barbara Frances, 1907-","","1942","","acbk","cs3fic",1
163640,"My mother bids me bind my hair, by Elizabeth Sale.","Sale, Elizabeth.","","1944","","acbk","cs3fic",1
747330,"Pelts and powder; a story of the West Coast in the making.","McKelvie, B. A. (Bruce Alistair), 1889-1960","","1929","","acbk","cs3fic",1
84535,"The drowning, the dancing.","Nilssen, Jerome","","1968","","acbk","cs3fic",1
437482,"In a hollow of the hills,","Harte, Bret, 1836-1902","","1895","","acbk","cs3fic",1
126933,"My Uncle Louis.","Fontaine, Robert Louis","","1953","","acbk","cs3fic",1
764923,"Spirit of the wild rosebush; a novel of the pioneer period of the inland empire [by] Albert J. Laughon.","Laughon, Albert J.","","1938","","acbk","cs3fic",1
212963,"Chuck Ryan, logger, by Frank Richardson Pierce, frontispiece by W.D. White.","Pierce, Frank Richardson, 1887-","","1928","","acbk","cs3fic",1
51634,"The knife edge.","Ellis, William","080275290X","1973","","acbk","cs3fic",1
213026,"But will they get it in Des Moines?","Flink, Stanley.","","1959","","acbk","cs3fic",1
216011,"The story of an untold love.","Ford, Paul Leicester, 1865-1902","","1897","","acbk","cs3fic",1
151785,"Yesterday's dreams, by Ruth Feiner; the story of two families; translated from the German by Norman Alexander.","Feiner, Ruth","","1939","","acbk","cs3fic",1
66023,"This was Alaska.","Parker, Mary Muckala, 1891-","","1950","","acbk","cs3fic",1
732586,"Holiday for ding-a-lings","Ellis, Art","","1974","","acbk","cs3fic",1
260421,"The superintendent.","Grissom, Irene Welch, 1873-","","1910","","acbk","cs3fic",1
69403,"So was Alaska. Illustrated by Jane Hafling.","Snider, Gerrit.","","1961","Frontier and pioneer life Alaska","acbk","cs3fic",1
154173,"The new house [by] Nancy Noon Kendall.","Kendall, Nancy Noon","","1934","","acbk","cs3fic",1
316171,"The penitent, by Edna Worthley Underwood.","Underwood, Edna Worthley, 1873-1961","","1922","Alexander I Emperor of Russia 1777 1825 Fiction","acbk","cs3fic",1
251145,"The castle of San Salvo","Clarke, Isabel Constance","","1926","","acbk","cs3fic",1
164206,"Meeko; illus. by Helen Hughes Wilson.","Allen, Albert Cooper, 1875-","","1947","","acbk","cs3fic",1
265962,"The naked risk.","Demarest, Phyllis Gordon","","1953","","acbk","cs3fic",1
284291,"A Phyllis of the Sierras; and, A drift from Redwood Camp.","Harte, Bret, 1836-1902","","1887","","acbk","cs3fic",1
221090,"The inn of disenchantment, by Lisa Ysaye.","Ysaye, Lisa, 1885-","","1917","","acbk","cs3fic",1
171120,"The winter rider.","Fleming, Berry, 1899-1989.","","1960","","acbk","cs3fic",1
152073,"Soundings; a novel, by A. Hamilton Gibbs.","Gibbs, A. Hamilton (Arthur Hamilton), 1888-1964","","1925","","acbk","cs3fic",1
420352,"In the days of the councillor. Translated from the Norwegian by Beatrice H. Stroup and Stein Mathisen. Introd. by Edvard Beyer.","Andersen, Tryggve, 1866-1920.","","1969","Norway Fiction","acbk","cs3fic",1
286409,"A Dornfield summer; illustrated by Harriet Roosevelt Richards.","Haley, Mary Murkland.","","1902","","acbk","cs3fic",1
126471,"Jonathan Blair: bounty lands lawyer.","Ellis, William Donohue","","1954","","acbk","cs3fic",1
182227,"Home is if you find it; illustrated by Paul Galdone.","Nye, Bud","","1947","","acbk","cs3fic",1
13390,"The heart of Happy Hollow. Illustrated by E. W. Kemble.","Dunbar, Paul Laurence, 1872-1906.","","1969","","acbk","naaafic",1
162842,"For all men born","Mackay, Margaret Mackprang, 1907-","","1943","","acbk","cs3fic",1
537153,"Shaihu Umar","Balewa, Abubakar Tafawa, Sir, 1912-1966","1558760067, 1558760121","1989","","acbk","cs3fic",1
747411,"A half-breed dance, and other far western stories; mining camp, Indian and Hudson's Bay tales based on the experiences of the author.","Kemp, Randall Harold, 1852-","","1909","","acbk","cs3fic",1
